Partner_Name,Model_Name,Model_ID,Tier,Frequency,Period,Year,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,PSI,0.256,0.25,True,2022-06-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.256 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,PSI,0.283,0.25,True,2023-02-04,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.283 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,KS,0.483,0.5,True,2023-06-19,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.483 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2022,Gini,0.591,0.6,True,2022-09-07,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.591 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,Gini,0.586,0.6,True,2022-06-20,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.586 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,PSI,0.271,0.25,True,2022-09-25,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.271 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,KS,0.462,0.5,True,2022-08-19,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.462 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,Gini,0.6,0.6,False,2022-03-17,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.600 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,PDO,0.748,0.7,False,2022-03-30,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.748 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,PDO,0.653,0.7,True,2023-10-07,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.653 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,AUC,0.684,0.7,True,2023-09-30,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.684 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,Gini,0.61,0.6,False,2021-01-23,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.610 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2023,Gini,0.65,0.6,False,2023-08-04,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.650 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,CSI,0.867,0.88,False,2023-06-01,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.867 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,AUC,0.724,0.7,False,2021-04-06,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.724 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,CSI,0.846,0.88,False,2023-06-17,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.846 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,AUC,0.709,0.7,False,2022-08-24,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.709 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,KS,0.47,0.5,True,2023-07-10,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.470 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,AUC,0.746,0.7,False,2023-10-18,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.746 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2022,CSI,0.876,0.88,False,2022-11-11,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.876 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,Gini,0.593,0.6,True,2021-12-13,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.593 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,CSI,0.884,0.88,True,2023-05-24,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.884 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,Gini,0.579,0.6,True,2021-05-25,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.579 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,PDO,0.685,0.7,True,2023-03-09,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.685 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,Gini,0.592,0.6,True,2022-07-14,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.592 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,AUC,0.664,0.7,True,2021-06-10,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.664 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,KS,0.54,0.5,False,2023-10-19,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.540 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,KS,0.513,0.5,False,2022-04-29,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.513 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,AUC,0.663,0.7,True,2022-12-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.663 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,PDO,0.678,0.7,True,2021-06-14,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.678 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,Gini,0.641,0.6,False,2023-01-25,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.641 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,PDO,0.685,0.7,True,2022-08-29,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.685 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,Gini,0.606,0.6,False,2023-08-12,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.606 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,PDO,0.713,0.7,False,2022-04-02,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.713 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2022,PSI,0.212,0.25,False,2022-04-01,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.212 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,KS,0.5,0.5,False,2021-10-14,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.500 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,AUC,0.693,0.7,True,2023-04-02,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.693 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,PDO,0.688,0.7,True,2023-05-09,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.688 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2021,Gini,0.623,0.6,False,2021-09-20,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.623 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,PSI,0.226,0.25,False,2023-04-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.226 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,Gini,0.584,0.6,True,2021-11-22,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.584 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,KS,0.528,0.5,False,2021-02-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.528 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,CSI,0.867,0.88,False,2021-01-12,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.867 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2021,CSI,0.861,0.88,False,2021-04-12,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.861 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,PSI,0.232,0.25,False,2021-11-29,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.232 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2022,PSI,0.217,0.25,False,2022-02-15,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.217 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,AUC,0.655,0.7,True,2022-04-30,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.655 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,PDO,0.663,0.7,True,2021-10-13,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.663 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,CSI,0.864,0.88,False,2023-03-11,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.864 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,CSI,0.853,0.88,False,2022-07-19,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.853 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,Gini,0.631,0.6,False,2023-02-04,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.631 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2022,KS,0.537,0.5,False,2022-12-02,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.537 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,PDO,0.689,0.7,True,2021-08-13,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.689 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2023,PDO,0.678,0.7,True,2023-03-18,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.678 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2021,PDO,0.691,0.7,True,2021-07-27,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.691 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,AUC,0.669,0.7,True,2021-07-06,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.669 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,KS,0.546,0.5,False,2023-05-29,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.546 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2022,KS,0.545,0.5,False,2022-02-23,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.545 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,PSI,0.219,0.25,False,2023-10-30,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.219 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2021,PDO,0.73,0.7,False,2021-02-28,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.730 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,PSI,0.261,0.25,True,2022-01-01,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.261 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PSI,0.239,0.25,False,2023-02-16,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.239 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2022,AUC,0.707,0.7,False,2022-08-29,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.707 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2021,AUC,0.726,0.7,False,2021-04-12,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.726 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,PSI,0.207,0.25,False,2022-09-09,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.207 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2021,AUC,0.746,0.7,False,2021-08-23,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.746 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,Gini,0.567,0.6,True,2021-01-19,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.567 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,Gini,0.564,0.6,True,2022-01-01,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.564 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,PDO,0.698,0.7,True,2021-03-09,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.698 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,PDO,0.667,0.7,True,2022-11-09,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.667 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,CSI,0.918,0.88,True,2022-03-31,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.918 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,AUC,0.674,0.7,True,2023-07-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.674 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,AUC,0.679,0.7,True,2023-10-11,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.679 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,CSI,0.902,0.88,True,2021-09-14,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.902 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,PDO,0.729,0.7,False,2021-01-21,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.729 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2021,Gini,0.617,0.6,False,2021-08-01,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.617 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2022,AUC,0.748,0.7,False,2022-11-01,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.748 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,CSI,0.866,0.88,False,2023-06-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.866 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,KS,0.548,0.5,False,2023-04-14,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.548 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,Gini,0.642,0.6,False,2023-06-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.642 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2022,PSI,0.268,0.25,True,2022-04-10,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.268 vs threshold 0.25
